"","ewp_name","risk.2024and2025.from2023","rank.2024and2025.from2023","risk.2024only.from2023","riskrank.2024only.from2023","risk.2023and2024.from2022","rank.2023and2024.from2022","widetargeting","narrowtargeting","v2csgender_binary","v2mecenefm_binary","partyban.new.0","partyban.new.1","partyban.new.2","minorityrule","judicialreform","religiousfreedom","pol_killing_approved","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","popsize.log2","gdppcgrowth","un_imr_sqrt","efindex","discrimpop","reg.na","reg.eap","reg.sca","reg.mna","reg.eur","ios.iccpr1","battledeaths.log2","coup.try.5yr","mk_ongoing_count_log2","mean_mk_onset_interaction","mk_onset_prev_year","newcountry","mk_ever","year_sq","year","countryage.new.log2","includesnonstate","ccode"
"83","Argentina",0.007369,83,0.004921,77,0.008585,82,0,0,0,0,0,0,1,0,1,4,0,0.936,0,0,0,0,1.637,25.48,-2.436,2.997,0.158,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4093000,2023,7.7,1,160
"84","Botswana",0.007043,84,0.004226,86,0.00365,126,0,0,0,0,0,0,1,0,1,4,0,0.842,0,0,0,0,0.357,21.35,1.001,5.328,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.858,1,571
"85","United Arab Emirates",0.006999,85,0.0042,87,0.008026,84,0,0,0,1,1,0,0,1,1,3,0,0.366,0,0,0,1,-0.77,23.18,2.581,2.205,0.684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4093000,2023,5.728,1,696
"86","Fiji",0.006818,86,0.003819,88,0.007458,86,0,0,0,0,0,0,1,0,1,3,0,0.779,0,0,0,1,0.538,19.84,7.264,4.781,0.528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.755,1,950
"87","Israel",0.006734,87,0.005566,73,0.005802,97,0,0,0,0,0,0,1,0,1,4,0,0.898,0,1,0,0,0.747,23.22,-0.08541,1.668,0.376,0.43,0,0,0,1,0,0,14.48,0,0,0,0,0,0,4093000,2023,6.248,1,666
"88","Kazakhstan",0.006728,88,0.003678,91,0.007745,85,0,0,0,1,0,1,0,1,2,2,0,0.52,0,1,0,1,0.245,24.25,3.699,2.85,0.538,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,705
"89","El Salvador",0.006634,89,0.004248,85,0.006761,89,0,0,0,1,0,0,1,0,0,4,0,0.411,0,0,0,1,0.042,22.6,3.047,3.084,0.165,0,1,0,0,0,0,1,0,0,0,2,0,0,1,4093000,2023,7.524,1,92
"90","Guatemala",0.005874,90,0.003753,90,0.007047,87,0,0,0,1,0,0,1,1,1,4,0,0.784,0,0,0,1,0.196,24.07,2.047,4.2,0.511,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.524,1,90
"91","Mauritius",0.005715,91,0.00347,94,0.00639,93,0,0,0,1,0,0,1,0,1,4,0,0.763,0,0,0,1,0.473,20.27,7.078,3.591,0.466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.807,1,590
"92","Eswatini",0.005597,92,0.00367,92,0.006936,88,0,0,1,1,1,0,0,1,1,3,0,0.07,0,0,1,1,0.314,20.21,4.05,6.13,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.672,1,572
"93","Comoros",0.005465,93,0.003533,93,0.006423,90,0,0,0,1,0,0,1,0,1,3,0,0.273,0,0,0,0,1.027,19.7,0.8569,6.097,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.615,1,581
"94","South Korea",0.005349,94,0.003296,98,0.005903,95,0,0,0,1,0,0,1,0,1,4,0,0.887,0,1,0,0,0.482,25.62,1.278,1.44,0.095,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4093000,2023,6.248,1,732
"95","Benin",0.005348,95,0.003817,89,0.006405,92,0,0,0,0,0,0,1,0,1,4,0,0.78,0,1,0,0,0.889,23.71,3.561,7.233,0.764,0,0,0,0,0,0,1,4.858,0,0,0,0,0,0,4093000,2023,6,1,434
"96","Haiti",0.005341,96,0.003334,97,0.006406,91,0,0,0,1,0,0,1,1,1,4,0,0.645,0,1,0,1,-0.859,23.48,-3.034,6.586,0.105,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4093000,2023,6.492,1,41
"97","Ecuador",0.005181,97,0.003379,95,0.006167,94,0,0,0,0,0,0,1,0,1,4,0,0.851,0,0,0,1,0.867,24.12,1.289,3.106,0.528,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.6,1,130
"98","Timor-Leste",0.00506,98,0.003372,96,0.005715,98,0,0,0,0,0,0,1,0,2,4,0,0.858,0,1,0,0,0.505,20.38,-15.57,6.129,0.802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4093000,2023,4.459,1,860
"99","Malaysia",0.004921,99,0.002738,110,0.01207,64,0,0,0,1,0,0,1,0,1,2,0,0.718,0,1,0,1,0.835,25.03,2.561,2.528,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,6.066,1,820
"100","Honduras",0.004902,100,0.003241,99,0.005863,96,0,0,0,0,0,0,1,0,1,4,0,0.902,0,0,0,1,-0.118,23.34,2.009,3.599,0.229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.524,1,91
"101","Ghana",0.00481,101,0.003018,104,0.005585,99,0,0,0,0,0,0,1,0,2,4,0,0.92,0,1,0,0,0.754,25.02,0.9955,5.54,0.736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,6.066,1,452
"102","Hungary",0.00475,102,0.003073,101,0.005542,100,0,0,0,1,0,0,1,0,1,4,0,0.828,0,1,0,1,0.362,23.19,-0.3582,1.786,0.232,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4093000,2023,6.728,1,310
"103","Saudi Arabia",0.004619,103,0.002972,106,0.005478,102,0,0,1,1,1,0,0,1,1,1,0,0.149,1,1,0,1,-1.573,25.14,-2.201,2.249,0.224,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,4093000,2023,6.524,1,670
"104","Romania",0.004539,104,0.00302,103,0.005449,103,0,0,0,0,0,0,1,0,1,4,0,0.968,0,1,0,0,0.373,24.18,2.1,2.202,0.207,0,0,0,0,0,1,1,0,0,0,2,0,0,1,4093000,2023,7.19,1,360
"105","Paraguay",0.004532,105,0.003023,102,0.005542,101,0,0,0,0,0,0,1,1,1,4,0,0.803,0,0,0,1,-0.184,22.71,3.481,3.739,0.179,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,150
"106","Panama",0.004498,106,0.002906,108,0.005369,104,0,0,0,0,0,0,1,0,1,4,0,0.917,0,0,0,1,-0.642,22.09,5.888,3.544,0.612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,6.919,1,95
"107","Serbia",0.004492,107,0.002883,109,0.005227,108,0,0,0,1,0,0,1,0,1,4,0,0.783,0,1,0,1,0.946,22.66,3.247,2.041,0.396,0.004,0,0,0,0,1,1,0,0,0,4,0,0,1,4093000,2023,6.728,1,345
"108","Canada",0.004439,108,0.003085,100,0.005327,105,0,0,0,0,0,0,1,0,1,4,0,0.92,0,0,0,0,1.539,25.26,-1.855,2.065,0.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.295,1,20
"109","Poland",0.004253,109,0.002966,107,0.00524,106,0,0,0,1,0,0,1,0,0,4,0,0.78,0,1,0,0,2.354,25.13,0.5316,1.786,0.069,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4093000,2023,6.728,1,290
"110","Turkmenistan",0.004154,110,0.002973,105,0.005232,107,0,0,0,1,1,0,0,1,1,0,0,0.119,0,1,0,1,-1.933,22.64,0.3656,5.637,0.255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,701
"111","Maldives",0.004154,111,0.002689,111,0.004738,110,0,0,0,0,0,0,1,1,1,0,0,0.804,0,0,0,1,-0.482,18.99,4.525,2.076,0.059,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.883,1,781
"112","Japan",0.004091,112,0.002443,116,0.00471,111,0,0,0,0,0,0,1,0,1,4,0,0.881,0,1,0,0,1.373,26.89,2.421,1.284,0.019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,7.7,1,740
"113","United Kingdom",0.004007,113,0.002538,115,0.004843,109,0,0,0,0,0,0,1,0,1,4,0,0.971,0,1,0,0,0.714,26.03,-0.7147,1.924,0.399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4093000,2023,7.7,1,200
"114","Croatia",0.003885,114,0.002573,113,0.004622,112,0,0,0,0,0,0,1,0,1,4,0,0.892,0,1,0,1,0.646,21.88,3.126,1.872,0.171,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4093000,2023,5.044,1,344
"115","Czech Republic",0.003629,115,0.002581,112,0.004373,114,0,0,0,0,0,0,1,0,1,4,0,0.969,0,1,0,0,1.375,23.37,-2.159,1.492,0.262,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4093000,2023,4.954,1,316
"116","Chile",0.003624,116,0.002423,117,0.004306,115,0,0,0,0,0,0,1,0,1,4,0,0.973,0,1,0,1,1.002,24.23,0.08677,2.034,0.439,0.099,1,0,0,0,0,1,0,0,0,1,0,0,1,4093000,2023,7.687,1,155
"117","Cyprus",0.003557,117,0.002544,114,0.004155,117,0,0,0,0,0,0,1,0,2,4,0,0.912,0,0,0,0,1.296,20.27,3.637,1.766,0.347,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6,1,352
"118","The Gambia",0.00353,118,0.002279,122,0.004117,119,0,0,0,0,0,0,1,0,1,4,0,0.851,0,1,0,1,0.646,21.4,2.745,5.43,0.762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.883,1,420
"119","Slovakia",0.003356,119,0.002385,118,0.0041,120,0,0,0,0,0,0,1,0,1,4,0,0.961,0,1,0,0,1.23,22.37,1.69,2.125,0.241,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4093000,2023,4.954,1,317
"120","Germany",0.003332,120,0.002349,120,0.00412,118,0,0,0,0,0,0,1,0,1,4,0,0.976,0,1,0,0,1.572,26.33,-1.112,1.723,0.189,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.304,1,255
"121","Dominican Republic",0.003323,121,0.00237,119,0.004176,116,0,0,0,0,0,0,1,0,1,4,0,0.956,0,1,0,0,0.349,23.43,1.42,5.062,0.453,0.023,1,0,0,0,0,1,0,0,0,1,0,0,1,4093000,2023,7.492,1,42
"122","France",0.003284,122,0.002304,121,0.004091,121,0,0,0,0,0,0,1,0,1,4,0,0.947,0,1,0,0,1.155,26.02,0.4099,1.872,0.1,0.006,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,220
"123","Spain",0.003244,123,0.002222,123,0.004007,122,0,0,0,0,0,0,1,0,1,4,0,0.934,0,1,0,0,1.161,25.53,1.242,1.545,0.669,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,230
"124","Guyana",0.003162,124,0.001917,130,0.003925,123,0,0,0,0,0,0,1,0,1,4,0,0.833,0,0,0,1,1.424,19.63,32.18,4.619,0.695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.858,1,110
"125","Mongolia",0.003116,125,0.001963,127,0.003511,128,0,0,0,0,0,0,1,0,2,4,0,0.777,0,1,0,1,-0.593,21.72,5.508,3.248,0.315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,6.687,1,712
"126","Singapore",0.003015,126,0.001899,132,0.003373,129,0,0,0,1,0,0,1,0,1,3,0,0.745,0,1,0,1,0.906,22.5,-3.718,1.314,0.395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.883,1,830
"127","Lesotho",0.003003,127,0.002184,124,0.003706,125,0,0,0,0,0,0,1,0,1,4,0,0.851,0,1,0,0,1.063,21.15,-0.1623,7.518,0.313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.858,1,570
"128","Italy",0.002981,128,0.002119,125,0.00373,124,0,0,0,0,0,0,1,0,1,4,0,0.937,0,1,0,0,1.701,25.81,1.229,1.498,0.11,0.001,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,325
"129","Australia",0.002979,129,0.002015,126,0.003546,127,0,0,0,0,0,0,1,0,1,4,0,0.943,0,1,0,0,0.819,24.67,0.6033,1.786,0.276,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,6.943,1,900
"130","New Zealand",0.002853,130,0.001908,131,0.003292,131,0,0,0,0,0,0,1,0,1,4,0,0.981,0,1,0,1,0.669,22.32,-1.408,2.084,0.485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,6.87,1,920
"131","Greece",0.00279,131,0.001949,128,0.002776,143,0,0,0,0,0,1,0,0,1,3,0,0.869,0,1,0,0,2.284,23.3,2.658,1.823,0.167,0.03,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.615,1,350
"132","Kuwait",0.002778,132,0.001932,129,0.003259,132,0,0,0,0,1,0,0,0,1,3,0,0.577,0,1,0,1,-0.583,22.04,-3.165,2.692,0.765,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,4093000,2023,5.883,1,690
"133","Belarus",0.002772,133,0.001861,135,0.002825,140,0,0,0,1,0,1,0,0,1,2,0,0.029,0,1,1,0,0.901,23.13,4.45,1.38,0.309,0.031,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,370
"134","Oman",0.002758,134,0.001896,133,0.003331,130,0,0,0,1,1,0,0,0,1,3,0,0.4,0,1,0,1,-0.774,22.15,-0.185,2.925,0.597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4093000,2023,7.7,1,698
"135","Moldova",0.002656,135,0.001869,134,0.002644,147,0,0,0,0,0,1,0,0,1,4,0,0.913,0,1,0,0,0.872,21.25,2.891,3.418,0.427,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,359
"136","Qatar",0.00255,136,0.001692,144,0.003097,135,0,0,0,1,1,0,0,1,1,1,0,0.109,0,1,0,1,-2.306,21.37,3.943,2.044,0.708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4093000,2023,5.728,1,694
"137","Switzerland",0.002541,137,0.001758,141,0.003125,133,0,0,0,0,0,0,1,0,1,4,0,0.971,0,1,0,0,1.211,23.08,-0.1271,1.782,0.367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4093000,2023,7.7,1,225
"138","Bolivia",0.002493,138,0.001807,138,0.003116,134,0,0,0,1,0,0,1,0,1,4,0,0.804,0,1,0,1,1.666,23.56,1.084,5.641,0.572,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.637,1,145
"139","Netherlands",0.002485,139,0.00185,137,0.003093,136,0,0,0,0,0,0,1,0,1,4,0,0.901,0,1,0,0,1.908,24.09,-0.8835,1.841,0.354,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,210
"140","Tunisia",0.002425,140,0.001798,139,0.003002,137,0,0,0,0,0,0,1,0,0,3,0,0.623,0,1,0,0,2.517,23.57,-0.3994,2.996,0.034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4093000,2023,6.087,1,616
"141","Belgium",0.002385,141,0.001764,140,0.002966,138,0,0,0,0,0,0,1,0,1,4,0,0.959,0,1,0,0,1.819,23.5,0.1923,1.825,0.592,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.6,1,211
"142","Suriname",0.002382,142,0.001856,136,0.001334,168,0,0,0,0,0,0,1,0,1,4,0,0.924,0,0,0,0,0.475,19.25,1.224,3.756,0.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.615,1,115
"143","Macedonia",0.002379,143,0.00167,145,0.002784,142,0,0,0,0,0,0,1,0,1,4,0,0.772,0,1,0,1,-0.467,20.79,2.128,2.172,0.562,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,343
"144","Portugal",0.00229,144,0.001698,143,0.002858,139,0,0,0,0,0,0,1,0,1,4,0,0.924,0,1,0,0,0.765,23.33,1.138,1.607,0.22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,235
"145","Austria",0.002284,145,0.001709,142,0.002805,141,0,0,0,0,0,0,1,0,2,3,0,0.957,0,1,0,0,0.865,23.12,-1.812,1.659,0.248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6.728,1,305
"146","Kosovo",0.002171,146,0.001516,150,0.002759,144,0,0,0,0,0,0,1,0,1,4,0,0.865,0,1,0,0,-0.45,20.74,4.027,2.842,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4093000,2023,4,1,347
"147","Sweden",0.002151,147,0.001637,146,0.00271,146,0,0,0,0,0,0,1,0,1,4,0,0.9,0,1,0,0,1.475,23.33,-0.6668,1.364,0.219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,380
"148","Bulgaria",0.002136,148,0.001609,147,0.002741,145,0,0,0,0,0,0,1,0,1,4,0,0.775,0,1,0,0,1.343,22.62,2.396,2.173,0.289,0.002,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.19,1,355
"149","Albania",0.002105,149,0.001552,148,0.002613,148,0,0,0,1,0,0,1,0,2,4,0,0.86,0,1,0,0,-0.367,21.39,4.634,2.853,0.139,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6.794,1,339
"150","Solomon Islands",0.002017,150,0.00142,155,0.002438,151,0,0,0,0,0,0,1,0,1,4,0,0.853,0,1,0,0,-0.077,19.5,0.7044,3.81,0.097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4093000,2023,5.524,1,940
"151","Denmark",0.001951,151,0.001506,151,0.002474,149,0,0,0,0,0,0,1,0,1,4,0,0.981,0,1,0,0,1.574,22.5,1.137,1.7,0.177,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.7,1,390
"152","Ireland",0.001919,152,0.001547,149,0.002416,153,0,0,0,0,0,0,1,0,1,4,0,0.977,0,1,0,0,1.416,22.33,-5.686,1.692,0.174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6.687,1,205
"153","Armenia",0.001896,153,0.001426,154,0.002441,150,0,0,0,1,0,0,1,0,1,3,0,0.875,0,1,0,0,0.961,21.41,8.798,2.943,0.045,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,371
"154","Cuba",0.0018,154,0.001439,152,0.002426,152,0,0,0,1,1,0,0,0,1,2,0,0.071,0,1,1,0,2.165,23.42,2.176,2.089,0.517,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4093000,2023,6.931,1,40
"155","Finland",0.001798,155,0.001436,153,0.002277,154,0,0,0,0,0,0,1,0,1,4,0,0.978,0,1,0,0,2.192,22.41,-1.534,1.389,0.138,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6.741,1,375
"156","Lithuania",0.001759,156,0.0014,157,0.00224,155,0,0,0,0,0,0,1,0,1,4,0,0.824,0,1,0,0,1.112,21.45,-1.733,1.682,0.284,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,368
"157","Norway",0.001752,157,0.001403,156,0.002196,156,0,0,0,0,0,0,1,0,1,4,0,0.859,0,1,0,0,2.599,22.4,-0.6234,1.371,0.151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,6.895,1,385
"158","Latvia",0.001696,158,0.001327,158,0.002154,157,0,0,0,0,0,0,1,0,2,4,0,0.975,0,1,0,0,1.437,20.84,-0.408,1.703,0.547,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,367
"159","Cape Verde",0.001612,159,0.001216,161,0.001978,159,0,0,0,0,0,0,1,0,1,4,0,0.929,0,1,0,0,0.81,19.19,4.177,3.136,0.442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.615,1,402
"160","Slovenia",0.001548,160,0.001243,159,0.001988,158,0,0,0,0,0,0,1,0,1,4,0,0.86,0,1,0,0,1.691,21.02,1.158,1.345,0.258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,349
"161","Estonia",0.001466,161,0.001216,160,0.001888,160,0,0,0,0,0,0,1,0,1,4,0,0.898,0,1,0,0,1.408,20.38,-4.237,1.183,0.458,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.044,1,366
"162","Trinidad and Tobago",0.001463,162,0.001134,163,0.001546,166,0,0,0,0,0,0,1,0,1,4,0,0.88,0,1,0,1,0.893,20.55,1.844,3.676,0.655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.954,1,52
"163","Luxembourg",0.001364,163,0.001156,162,0.001696,163,0,0,0,0,0,0,1,0,1,4,0,0.953,0,1,0,0,1.782,19.35,-3.389,2.108,0.53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,7.295,1,212
"164","Costa Rica",0.001335,164,0.001058,165,0.001731,162,0,0,0,0,0,0,1,0,1,4,0,0.955,0,1,0,0,0.56,22.31,4.48,2.548,0.398,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.524,1,94
"165","Malta",0.001285,165,0.001088,164,0.001656,165,0,0,0,0,0,0,1,0,1,4,0,0.889,0,1,0,0,1.397,19.08,1.395,2.497,0.04,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,5.907,1,338
"166","Montenegro",0.001275,166,0.001021,167,0.001732,161,0,0,0,0,0,0,1,0,1,3,0,0.891,0,1,0,0,2.088,19.23,6.16,1.311,0.7,0.01,0,0,0,0,1,1,0,0,0,0,0,0,0,4093000,2023,4.17,1,341
"167","Jamaica",0.00121,167,0.001023,166,0.001662,164,0,0,0,0,0,0,1,0,1,4,0,0.924,0,1,0,0,1.818,21.43,2.266,3.988,0.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,5.954,1,51
"168","Uruguay",0.001121,168,0.0009517,168,0.001449,167,0,0,0,0,0,0,1,0,1,4,0,0.941,0,1,0,0,1.239,21.71,0.3583,2.366,0.176,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4093000,2023,7.6,1,165
